county,precinct,office,district,party,candidate,election_day,votes,early_votes
Douglas,07-12,President,,,Write-ins,19,28,9
Douglas,07-13,President,,,Write-ins,14,23,9
Douglas,07-14,President,,,Write-ins,11,11,0
Douglas,07-15,President,,,Write-ins,20,36,16
Douglas,07-16,President,,,Write-ins,16,29,13
Douglas,07-17,President,,,Write-ins,10,18,8
Douglas,07-18,President,,,Write-ins,21,34,13
Douglas,07-19,President,,,Write-ins,22,33,11
Douglas,07-20,President,,,Write-ins,18,34,16
Douglas,07-21,President,,,Write-ins,17,41,24
Douglas,07-22,President,,,Write-ins,30,42,12
Douglas,07-23,President,,,Write-ins,13,20,7
Douglas,07-24,President,,,Write-ins,16,22,6
Douglas,07-25,President,,,Write-ins,21,36,15
Douglas,07-26,President,,,Write-ins,10,19,9
Douglas,07-27,President,,,Write-ins,26,36,10
Douglas,07-28,President,,,Write-ins,19,24,5
Douglas,07-29,President,,,Write-ins,16,30,14
Douglas,07-30,President,,,Write-ins,25,33,8
Douglas,07-31,President,,,Write-ins,18,28,10
Douglas,07-32,President,,,Write-ins,13,24,11
Douglas,07-33,President,,,Write-ins,12,13,1
Douglas,07-34,President,,,Write-ins,18,35,17
Douglas,08-01,President,,,Write-ins,10,14,4
Douglas,08-02,President,,,Write-ins,4,7,3
Douglas,08-03,President,,,Write-ins,3,5,2
Douglas,08-04,President,,,Write-ins,11,15,4
Douglas,08-05,President,,,Write-ins,2,5,3
Douglas,08-06,President,,,Write-ins,5,10,5
Douglas,08-07,President,,,Write-ins,6,9,3
Douglas,08-08,President,,,Write-ins,4,7,3
Douglas,08-09,President,,,Write-ins,5,12,7
Douglas,08-10,President,,,Write-ins,12,21,9
Douglas,08-11,President,,,Write-ins,20,27,7
Douglas,08-12,President,,,Write-ins,16,24,8
Douglas,08-13,President,,,Write-ins,16,25,9
Douglas,08-14,President,,,Write-ins,12,15,3
Douglas,08-15,President,,,Write-ins,19,27,8
Douglas,08-16,President,,,Write-ins,33,50,17
Douglas,08-17,President,,,Write-ins,18,26,8
Douglas,08-18,President,,,Write-ins,7,11,4
Douglas,08-19,President,,,Write-ins,16,30,14
Douglas,08-20,President,,,Write-ins,14,16,2
Douglas,08-23,President,,,Write-ins,10,15,5
Douglas,08-24,President,,,Write-ins,11,22,11
Douglas,08-27,President,,,Write-ins,1,1,0
Douglas,08-31,President,,,Write-ins,12,16,4
Douglas,08-35,President,,,Write-ins,6,6,0
Douglas,08-36,President,,,Write-ins,20,37,17
Douglas,08-37,President,,,Write-ins,19,27,8
Douglas,08-39,President,,,Write-ins,15,22,7
Douglas,08-40,President,,,Write-ins,10,15,5
Douglas,08-41,President,,,Write-ins,13,19,6
Douglas,08-42,President,,,Write-ins,26,55,29
Douglas,08-43,President,,,Write-ins,9,27,18
Douglas,08-44,President,,,Write-ins,11,17,6
Douglas,08-45,President,,,Write-ins,13,31,18
Douglas,08-46,President,,,Write-ins,24,35,11
Douglas,08-47,President,,,Write-ins,37,57,20
Douglas,08-48,President,,,Write-ins,8,15,7
Douglas,08-49,President,,,Write-ins,16,21,5
Douglas,08-50,President,,,Write-ins,20,39,19
Douglas,08-51,President,,,Write-ins,29,40,11
Douglas,08-52,President,,,Write-ins,23,41,18
Douglas,08-53,President,,,Write-ins,9,20,11
Douglas,08-54,President,,,Write-ins,9,16,7
Douglas,08-55,President,,,Write-ins,19,23,4
Douglas,01-01,President,,,Over Votes,6,7,1
Douglas,01-02,President,,,Over Votes,0,0,0
Douglas,01-03,President,,,Over Votes,4,10,6
Douglas,01-04,President,,,Over Votes,7,12,5
Douglas,01-05,President,,,Over Votes,7,9,2
Douglas,01-06,President,,,Over Votes,5,6,1
Douglas,01-07,President,,,Over Votes,3,4,1
Douglas,01-08,President,,,Over Votes,1,2,1
Douglas,01-09,President,,,Over Votes,1,3,2
Douglas,01-10,President,,,Over Votes,3,3,0
Douglas,01-11,President,,,Over Votes,4,5,1
Douglas,01-12,President,,,Over Votes,1,1,0
Douglas,01-13,President,,,Over Votes,5,5,0
Douglas,01-14,President,,,Over Votes,1,2,1
Douglas,01-15,President,,,Over Votes,2,2,0
Douglas,01-16,President,,,Over Votes,0,0,0
Douglas,01-17,President,,,Over Votes,3,6,3
Douglas,01-18,President,,,Over Votes,0,0,0
Douglas,01-19,President,,,Over Votes,1,1,0
Douglas,01-20,President,,,Over Votes,4,4,0
Douglas,01-21,President,,,Over Votes,4,4,0
Douglas,01-22,President,,,Over Votes,2,3,1
Douglas,01-23,President,,,Over Votes,2,2,0
Douglas,01-24,President,,,Over Votes,4,7,3
Douglas,01-25,President,,,Over Votes,5,6,1
Douglas,02-01,President,,,Over Votes,5,7,2
Douglas,02-02,President,,,Over Votes,5,6,1
Douglas,02-03,President,,,Over Votes,5,7,2
Douglas,02-04,President,,,Over Votes,14,19,5
Douglas,02-05,President,,,Over Votes,7,12,5
Douglas,02-06,President,,,Over Votes,12,14,2
Douglas,02-07,President,,,Over Votes,8,12,4
Douglas,02-08,President,,,Over Votes,14,19,5
Douglas,02-09,President,,,Over Votes,12,16,4
Douglas,02-10,President,,,Over Votes,5,10,5
Douglas,02-11,President,,,Over Votes,18,25,7
Douglas,02-12,President,,,Over Votes,4,5,1
Douglas,02-13,President,,,Over Votes,10,12,2
Douglas,02-14,President,,,Over Votes,8,9,1
Douglas,02-15,President,,,Over Votes,13,15,2
Douglas,02-16,President,,,Over Votes,11,15,4
Douglas,02-17,President,,,Over Votes,10,12,2
Douglas,02-18,President,,,Over Votes,0,0,0
Douglas,02-19,President,,,Over Votes,7,10,3
Douglas,02-20,President,,,Over Votes,5,10,5
Douglas,02-21,President,,,Over Votes,11,15,4
Douglas,02-22,President,,,Over Votes,4,8,4
Douglas,02-23,President,,,Over Votes,8,9,1
Douglas,03-01,President,,,Over Votes,0,0,0
Douglas,03-02,President,,,Over Votes,1,2,1
Douglas,03-03,President,,,Over Votes,1,1,0
Douglas,03-04,President,,,Over Votes,2,3,1
Douglas,03-05,President,,,Over Votes,3,4,1
Douglas,03-06,President,,,Over Votes,3,4,1
Douglas,03-07,President,,,Over Votes,3,4,1
Douglas,03-08,President,,,Over Votes,3,4,1
Douglas,03-09,President,,,Over Votes,2,2,0
Douglas,03-10,President,,,Over Votes,0,0,0
Douglas,03-11,President,,,Over Votes,9,10,1
Douglas,03-12,President,,,Over Votes,1,2,1
Douglas,03-13,President,,,Over Votes,7,7,0
Douglas,03-14,President,,,Over Votes,3,4,1
Douglas,03-15,President,,,Over Votes,5,8,3
Douglas,03-16,President,,,Over Votes,4,4,0
Douglas,03-17,President,,,Over Votes,1,2,1
Douglas,03-18,President,,,Over Votes,3,5,2
Douglas,03-19,President,,,Over Votes,3,5,2
Douglas,03-20,President,,,Over Votes,0,0,0
Douglas,03-21,President,,,Over Votes,0,0,0
Douglas,04-01,President,,,Over Votes,13,16,3
Douglas,04-02,President,,,Over Votes,6,8,2
Douglas,04-03,President,,,Over Votes,10,12,2
Douglas,04-04,President,,,Over Votes,5,5,0
Douglas,04-05,President,,,Over Votes,3,5,2
Douglas,04-06,President,,,Over Votes,8,9,1
Douglas,04-07,President,,,Over Votes,2,4,2
Douglas,04-08,President,,,Over Votes,3,4,1
Douglas,04-09,President,,,Over Votes,8,8,0
Douglas,04-10,President,,,Over Votes,12,15,3
Douglas,04-11,President,,,Over Votes,7,7,0
Douglas,04-12,President,,,Over Votes,4,4,0
Douglas,04-13,President,,,Over Votes,5,8,3
Douglas,04-14,President,,,Over Votes,2,2,0
Douglas,04-15,President,,,Over Votes,6,7,1
Douglas,04-16,President,,,Over Votes,4,4,0
Douglas,04-17,President,,,Over Votes,2,3,1
Douglas,04-18,President,,,Over Votes,7,9,2
Douglas,05-01,President,,,Over Votes,0,1,1
Douglas,05-02,President,,,Over Votes,0,1,1
Douglas,05-03,President,,,Over Votes,1,2,1
Douglas,05-04,President,,,Over Votes,3,6,3
Douglas,05-05,President,,,Over Votes,0,1,1
Douglas,05-06,President,,,Over Votes,0,1,1
Douglas,05-07,President,,,Over Votes,1,2,1
Douglas,05-08,President,,,Over Votes,0,1,1
Douglas,05-09,President,,,Over Votes,0,0,0
Douglas,05-10,President,,,Over Votes,1,1,0
Douglas,05-11,President,,,Over Votes,5,6,1
Douglas,05-12,President,,,Over Votes,0,0,0
Douglas,05-13,President,,,Over Votes,1,3,2
Douglas,05-14,President,,,Over Votes,3,3,0
Douglas,05-15,President,,,Over Votes,0,0,0
Douglas,05-16,President,,,Over Votes,1,2,1
Douglas,05-17,President,,,Over Votes,1,1,0
Douglas,05-18,President,,,Over Votes,2,3,1
Douglas,05-19,President,,,Over Votes,2,4,2
Douglas,05-20,President,,,Over Votes,0,0,0
Douglas,05-21,President,,,Over Votes,0,1,1
Douglas,05-22,President,,,Over Votes,1,1,0
Douglas,05-23,President,,,Over Votes,2,3,1
Douglas,05-24,President,,,Over Votes,3,6,3
Douglas,05-25,President,,,Over Votes,1,2,1
Douglas,05-26,President,,,Over Votes,1,1,0
Douglas,05-27,President,,,Over Votes,1,2,1
Douglas,05-28,President,,,Over Votes,0,1,1
Douglas,05-29,President,,,Over Votes,1,1,0
Douglas,05-30,President,,,Over Votes,1,2,1
Douglas,05-31,President,,,Over Votes,1,1,0
Douglas,05-32,President,,,Over Votes,0,0,0
Douglas,05-33,President,,,Over Votes,0,0,0
Douglas,06-01,President,,,Over Votes,0,1,1
Douglas,06-02,President,,,Over Votes,1,2,1
Douglas,06-03,President,,,Over Votes,2,2,0
Douglas,06-04,President,,,Over Votes,3,3,0
Douglas,06-05,President,,,Over Votes,1,1,0
Douglas,06-06,President,,,Over Votes,3,3,0
Douglas,06-07,President,,,Over Votes,1,1,0
Douglas,06-08,President,,,Over Votes,0,0,0
Douglas,06-09,President,,,Over Votes,0,1,1
Douglas,06-10,President,,,Over Votes,1,1,0
Douglas,06-11,President,,,Over Votes,1,1,0
Douglas,06-12,President,,,Over Votes,1,2,1
Douglas,06-13,President,,,Over Votes,7,10,3
Douglas,06-14,President,,,Over Votes,0,0,0
Douglas,06-15,President,,,Over Votes,1,2,1
Douglas,06-16,President,,,Over Votes,0,0,0
Douglas,06-17,President,,,Over Votes,0,0,0
Douglas,06-18,President,,,Over Votes,0,0,0
Douglas,06-19,President,,,Over Votes,1,1,0
Douglas,06-20,President,,,Over Votes,4,4,0
Douglas,06-21,President,,,Over Votes,0,0,0
Douglas,06-22,President,,,Over Votes,0,0,0
Douglas,06-23,President,,,Over Votes,1,1,0
Douglas,06-24,President,,,Over Votes,1,2,1
Douglas,06-25,President,,,Over Votes,0,2,2
Douglas,06-26,President,,,Over Votes,2,2,0
Douglas,06-27,President,,,Over Votes,1,2,1
Douglas,06-28,President,,,Over Votes,2,2,0
Douglas,06-29,President,,,Over Votes,0,0,0
Douglas,06-30,President,,,Over Votes,2,3,1
Douglas,07-01,President,,,Over Votes,6,6,0
Douglas,07-02,President,,,Over Votes,5,5,0
Douglas,07-03,President,,,Over Votes,4,4,0
Douglas,07-04,President,,,Over Votes,2,2,0
Douglas,07-05,President,,,Over Votes,6,9,3
Douglas,07-06,President,,,Over Votes,1,2,1
Douglas,07-07,President,,,Over Votes,2,3,1
Douglas,07-08,President,,,Over Votes,3,4,1
Douglas,07-09,President,,,Over Votes,3,3,0
Douglas,07-10,President,,,Over Votes,1,2,1
Douglas,07-11,President,,,Over Votes,3,4,1
Douglas,07-12,President,,,Over Votes,1,2,1
Douglas,07-13,President,,,Over Votes,0,3,3
Douglas,07-14,President,,,Over Votes,2,2,0
Douglas,07-15,President,,,Over Votes,0,0,0
Douglas,07-16,President,,,Over Votes,0,0,0
Douglas,07-17,President,,,Over Votes,1,1,0
Douglas,07-18,President,,,Over Votes,3,6,3
Douglas,07-19,President,,,Over Votes,1,2,1
Douglas,07-20,President,,,Over Votes,0,0,0
Douglas,07-21,President,,,Over Votes,0,2,2
Douglas,07-22,President,,,Over Votes,0,1,1
Douglas,07-23,President,,,Over Votes,4,7,3
Douglas,07-24,President,,,Over Votes,2,3,1
Douglas,07-25,President,,,Over Votes,2,3,1
Douglas,07-26,President,,,Over Votes,1,2,1
Douglas,07-27,President,,,Over Votes,0,0,0
Douglas,07-28,President,,,Over Votes,0,0,0
Douglas,07-29,President,,,Over Votes,0,4,4
Douglas,07-30,President,,,Over Votes,0,1,1
Douglas,07-31,President,,,Over Votes,0,0,0
Douglas,07-32,President,,,Over Votes,0,0,0
Douglas,07-33,President,,,Over Votes,0,0,0
Douglas,07-34,President,,,Over Votes,2,2,0
Douglas,08-01,President,,,Over Votes,0,0,0
Douglas,08-02,President,,,Over Votes,0,0,0
Douglas,08-03,President,,,Over Votes,2,2,0
Douglas,08-04,President,,,Over Votes,1,1,0
Douglas,08-05,President,,,Over Votes,2,3,1
Douglas,08-06,President,,,Over Votes,0,0,0
Douglas,08-07,President,,,Over Votes,2,2,0
Douglas,08-08,President,,,Over Votes,0,0,0
Douglas,08-09,President,,,Over Votes,0,1,1
Douglas,08-10,President,,,Over Votes,2,2,0
Douglas,08-11,President,,,Over Votes,3,3,0
Douglas,08-12,President,,,Over Votes,4,4,0
Douglas,08-13,President,,,Over Votes,1,1,0
Douglas,08-14,President,,,Over Votes,1,1,0
Douglas,08-15,President,,,Over Votes,0,1,1
Douglas,08-16,President,,,Over Votes,1,1,0
Douglas,08-17,President,,,Over Votes,0,0,0
Douglas,08-18,President,,,Over Votes,1,1,0
Douglas,08-19,President,,,Over Votes,0,7,7
Douglas,08-20,President,,,Over Votes,0,0,0
Douglas,08-23,President,,,Over Votes,2,2,0
Douglas,08-24,President,,,Over Votes,2,4,2
Douglas,08-27,President,,,Over Votes,0,0,0
Douglas,08-31,President,,,Over Votes,2,2,0
Douglas,08-35,President,,,Over Votes,0,0,0
Douglas,08-36,President,,,Over Votes,1,2,1
Douglas,08-37,President,,,Over Votes,0,0,0
Douglas,08-39,President,,,Over Votes,2,2,0
Douglas,08-40,President,,,Over Votes,2,2,0
Douglas,08-41,President,,,Over Votes,1,1,0
Douglas,08-42,President,,,Over Votes,1,1,0
Douglas,08-43,President,,,Over Votes,3,3,0
Douglas,08-44,President,,,Over Votes,1,1,0
Douglas,08-45,President,,,Over Votes,1,1,0
Douglas,08-46,President,,,Over Votes,0,1,1
Douglas,08-47,President,,,Over Votes,2,2,0
Douglas,08-48,President,,,Over Votes,1,2,1
Douglas,08-49,President,,,Over Votes,1,1,0
Douglas,08-50,President,,,Over Votes,2,3,1
Douglas,08-51,President,,,Over Votes,0,2,2
Douglas,08-52,President,,,Over Votes,1,2,1
Douglas,08-53,President,,,Over Votes,2,2,0
Douglas,08-54,President,,,Over Votes,1,2,1
Douglas,08-55,President,,,Over Votes,0,0,0
Douglas,01-01,President,,,Under Votes,6,8,2
Douglas,01-02,President,,,Under Votes,4,5,1
Douglas,01-03,President,,,Under Votes,5,20,15
Douglas,01-04,President,,,Under Votes,4,5,1
Douglas,01-05,President,,,Under Votes,2,7,5
Douglas,01-06,President,,,Under Votes,4,5,1
Douglas,01-07,President,,,Under Votes,4,7,3
Douglas,01-08,President,,,Under Votes,4,8,4
Douglas,01-09,President,,,Under Votes,3,5,2
Douglas,01-10,President,,,Under Votes,1,2,1
Douglas,01-11,President,,,Under Votes,2,4,2
Douglas,01-12,President,,,Under Votes,1,1,0
Douglas,01-13,President,,,Under Votes,5,12,7
Douglas,01-14,President,,,Under Votes,6,15,9
Douglas,01-15,President,,,Under Votes,4,10,6
Douglas,01-16,President,,,Under Votes,0,5,5
Douglas,01-17,President,,,Under Votes,4,5,1
Douglas,01-18,President,,,Under Votes,12,22,10
Douglas,01-19,President,,,Under Votes,10,13,3
Douglas,01-20,President,,,Under Votes,6,10,4
Douglas,01-21,President,,,Under Votes,12,21,9
Douglas,01-22,President,,,Under Votes,6,11,5
Douglas,01-23,President,,,Under Votes,4,7,3
Douglas,01-24,President,,,Under Votes,1,6,5
Douglas,01-25,President,,,Under Votes,5,5,0
Douglas,02-01,President,,,Under Votes,4,6,2
Douglas,02-02,President,,,Under Votes,0,2,2
Douglas,02-03,President,,,Under Votes,2,4,2
Douglas,02-04,President,,,Under Votes,2,4,2
Douglas,02-05,President,,,Under Votes,2,3,1
Douglas,02-06,President,,,Under Votes,5,5,0
Douglas,02-07,President,,,Under Votes,0,0,0
Douglas,02-08,President,,,Under Votes,1,2,1
Douglas,02-09,President,,,Under Votes,1,2,1
Douglas,02-10,President,,,Under Votes,2,5,3
Douglas,02-11,President,,,Under Votes,1,4,3
Douglas,02-12,President,,,Under Votes,7,9,2
Douglas,02-13,President,,,Under Votes,2,2,0
Douglas,02-14,President,,,Under Votes,4,6,2
Douglas,02-15,President,,,Under Votes,3,3,0
Douglas,02-16,President,,,Under Votes,5,6,1
Douglas,02-17,President,,,Under Votes,4,5,1
Douglas,02-18,President,,,Under Votes,2,3,1
Douglas,02-19,President,,,Under Votes,3,3,0
Douglas,02-20,President,,,Under Votes,2,3,1
Douglas,02-21,President,,,Under Votes,3,3,0
Douglas,02-22,President,,,Under Votes,2,3,1
Douglas,02-23,President,,,Under Votes,2,4,2
Douglas,03-01,President,,,Under Votes,0,0,0
Douglas,03-02,President,,,Under Votes,5,11,6
Douglas,03-03,President,,,Under Votes,10,12,2
Douglas,03-04,President,,,Under Votes,9,19,10
Douglas,03-05,President,,,Under Votes,2,5,3
Douglas,03-06,President,,,Under Votes,2,2,0
Douglas,03-07,President,,,Under Votes,5,5,0
Douglas,03-08,President,,,Under Votes,4,5,1
Douglas,03-09,President,,,Under Votes,17,22,5
Douglas,03-10,President,,,Under Votes,2,2,0
Douglas,03-11,President,,,Under Votes,4,4,0
Douglas,03-12,President,,,Under Votes,3,3,0
Douglas,03-13,President,,,Under Votes,3,5,2
Douglas,03-14,President,,,Under Votes,4,5,1
Douglas,03-15,President,,,Under Votes,9,15,6
Douglas,03-16,President,,,Under Votes,5,11,6
Douglas,03-17,President,,,Under Votes,5,9,4
Douglas,03-18,President,,,Under Votes,3,3,0
Douglas,03-19,President,,,Under Votes,4,4,0
Douglas,03-20,President,,,Under Votes,10,11,1
Douglas,03-21,President,,,Under Votes,6,8,2
Douglas,04-01,President,,,Under Votes,3,5,2
Douglas,04-02,President,,,Under Votes,1,1,0
Douglas,04-03,President,,,Under Votes,4,4,0
Douglas,04-04,President,,,Under Votes,8,10,2
Douglas,04-05,President,,,Under Votes,10,10,0
Douglas,04-06,President,,,Under Votes,3,3,0
Douglas,04-07,President,,,Under Votes,4,4,0
Douglas,04-08,President,,,Under Votes,3,5,2
Douglas,04-09,President,,,Under Votes,2,4,2
Douglas,04-10,President,,,Under Votes,1,3,2
Douglas,04-11,President,,,Under Votes,6,9,3
Douglas,04-12,President,,,Under Votes,4,6,2
Douglas,04-13,President,,,Under Votes,3,7,4
Douglas,04-14,President,,,Under Votes,3,3,0
Douglas,04-15,President,,,Under Votes,5,6,1
Douglas,04-16,President,,,Under Votes,2,5,3
Douglas,04-17,President,,,Under Votes,2,4,2
Douglas,04-18,President,,,Under Votes,4,4,0
Douglas,05-01,President,,,Under Votes,9,11,2
Douglas,05-02,President,,,Under Votes,9,15,6
Douglas,05-03,President,,,Under Votes,10,14,4
Douglas,05-04,President,,,Under Votes,5,6,1
Douglas,05-05,President,,,Under Votes,6,8,2
Douglas,05-06,President,,,Under Votes,6,10,4
Douglas,05-07,President,,,Under Votes,3,5,2
Douglas,05-08,President,,,Under Votes,2,3,1
Douglas,05-09,President,,,Under Votes,6,8,2
Douglas,05-10,President,,,Under Votes,6,11,5
Douglas,05-11,President,,,Under Votes,6,10,4
Douglas,05-12,President,,,Under Votes,2,6,4
Douglas,05-13,President,,,Under Votes,8,15,7
Douglas,05-14,President,,,Under Votes,3,3,0
Douglas,05-15,President,,,Under Votes,7,16,9
Douglas,05-16,President,,,Under Votes,2,8,6
Douglas,05-17,President,,,Under Votes,5,12,7
Douglas,05-18,President,,,Under Votes,4,7,3
Douglas,05-19,President,,,Under Votes,5,10,5
Douglas,05-20,President,,,Under Votes,6,6,0
Douglas,05-21,President,,,Under Votes,3,4,1
Douglas,05-22,President,,,Under Votes,5,11,6
Douglas,05-23,President,,,Under Votes,3,3,0
Douglas,05-24,President,,,Under Votes,6,9,3
Douglas,05-25,President,,,Under Votes,6,14,8
Douglas,05-26,President,,,Under Votes,5,6,1
Douglas,05-27,President,,,Under Votes,3,3,0
Douglas,05-28,President,,,Under Votes,1,5,4
Douglas,05-29,President,,,Under Votes,5,8,3
Douglas,05-30,President,,,Under Votes,11,20,9
Douglas,05-31,President,,,Under Votes,5,10,5
Douglas,05-32,President,,,Under Votes,0,2,2
Douglas,05-33,President,,,Under Votes,3,3,0
Douglas,06-01,President,,,Under Votes,5,11,6
Douglas,06-02,President,,,Under Votes,10,19,9
Douglas,06-03,President,,,Under Votes,7,15,8
Douglas,06-04,President,,,Under Votes,4,13,9
Douglas,06-05,President,,,Under Votes,9,11,2
Douglas,06-06,President,,,Under Votes,5,9,4
Douglas,06-07,President,,,Under Votes,10,14,4
Douglas,06-08,President,,,Under Votes,14,18,4
Douglas,06-09,President,,,Under Votes,6,19,13
Douglas,06-10,President,,,Under Votes,8,12,4
Douglas,06-11,President,,,Under Votes,17,23,6
Douglas,06-12,President,,,Under Votes,5,5,0
Douglas,06-13,President,,,Under Votes,8,12,4
Douglas,06-14,President,,,Under Votes,9,10,1
Douglas,06-15,President,,,Under Votes,6,8,2
Douglas,06-16,President,,,Under Votes,3,9,6
Douglas,06-17,President,,,Under Votes,4,9,5
Douglas,06-18,President,,,Under Votes,1,2,1
Douglas,06-19,President,,,Under Votes,8,13,5
Douglas,06-20,President,,,Under Votes,7,8,1
Douglas,06-21,President,,,Under Votes,8,16,8
Douglas,06-22,President,,,Under Votes,3,12,9
Douglas,06-23,President,,,Under Votes,4,8,4
Douglas,06-24,President,,,Under Votes,5,9,4
Douglas,06-25,President,,,Under Votes,8,18,10
Douglas,06-26,President,,,Under Votes,2,8,6
Douglas,06-27,President,,,Under Votes,10,16,6
Douglas,06-28,President,,,Under Votes,6,13,7
Douglas,06-29,President,,,Under Votes,3,5,2
Douglas,06-30,President,,,Under Votes,0,8,8
Douglas,07-01,President,,,Under Votes,6,8,2
Douglas,07-02,President,,,Under Votes,7,10,3
Douglas,07-03,President,,,Under Votes,7,10,3
